"ID","NAME","COUNTRY","REGION","sNMF_K3","Jap_K4","K9_cluster","Initial_subpop","genoIndex"
"IRIS_313-8967","ARC_12576","India","As2e",0,1,"XI-adm","indx",974
"IRIS_313-8982","ARC_18112","India","As2e",0,1,"XI-adm","indx",979
"IRIS_313-8985","KHAO'_HAWM","Thailand","As4",0,1,"XI-3","ind3",980
"IRIS_313-8988","BANIKAT","India","As2a",0,1,"XI-2","ind2",983
"IRIS_313-8994","ARC_14064","India","As2e",0,1,"XI-adm","indx",984
"IRIS_313-9020","LEUANG_CHAIYAPHUM","Thailand","As4",0,1,"XI-3","ind3",993
"IRIS_313-9039","MUTTU_SAMBA","SriLanka","As2",0,1,"XI-2","ind2",996
"IRIS_313-9067","BHOJON_KOLPO","Bangladesh","As2c",0,1,"XI-2","ind2",1006
"IRIS_313-9108","RAYADA","Bangladesh","As2c",0,1,"XI-adm","indx",1016
"IRIS_313-9117","BAJAR_KUNING_PAHIT","Indonesia","As5",0,1,"XI-3","ind3",1022
"IRIS_313-9121","KHAO_LEUANG_RAI","Thailand","As4",0,1,"XI-2","ind2",1025
"IRIS_313-9182","KHAO_MON","Myanmar","As3",0,1,"XI-adm","indx",1039
"IRIS_313-9262","JHODI_BIRUN","Bangladesh","As2c",0,1,"XI-2","ind2",1065
"IRIS_313-9317","VEN_THAP","Vietnam","As4",0,1,"XI-adm","indx",1082
"IRIS_313-9320","SIPULUT_HITAM_PENDEK","Indonesia","As5",0,1,"XI-3","ind3",1083
"IRIS_313-9324","CHIH_SHEN_LI","China","As6",0,1,"XI-1A","ind1A",1084
"IRIS_313-9325","SADA_RUPA","Bangladesh","As2c",0,1,"XI-1B","ind1B",1085
"IRIS_313-9384","BARIK_KUDI","India","As2a",0,1,"XI-2","ind2",1100
"IRIS_313-9406","LEUANG_SAWED","Thailand","As4",0,1,"XI-3","ind3",1111
"IRIS_313-9409","GUMPANGAR","Malaysia","As4",0,1,"XI-3","ind3",1112
"IRIS_313-9424","ARC_5840","India","As2e",0,1,"XI-adm","indx",1117
"IRIS_313-9427","ARC_18092","India","As2e",0,1,"XI-adm","indx",1118
"IRIS_313-9469","TSAO_SHENG_LI_1","China","As6",0,1,"XI-1A","ind1A",1130
"IRIS_313-9492","NCS_237","India","As2a",0,1,"XI-2","ind2",1136
"IRIS_313-9560","ARC_11857","India","As2e",0,1,"XI-adm","indx",1153
"IRIS_313-9570","NX_3533","China","As6",0,1,"XI-adm","indx",1157
"IRIS_313-9590","KETAN_SERANG","Indonesia","As5",0,1,"XI-3","ind3",1162
"IRIS_313-9593","ARC_15088","India","As2e",0,1,"XI-adm","indx",1163
"IRIS_313-9594","ASHI_BINNI","Bangladesh","As2c",0,1,"XI-adm","indx",1164
"IRIS_313-9605","NCS_194","India","As2a",0,1,"XI-1A","ind1A",1169
"IRIS_313-9609","ARC_10594","India","As2e",0,1,"XI-adm","indx",1171
"IRIS_313-9619","ARC_15845","India","As2e",0,1,"XI-adm","indx",1176
"IRIS_313-9634","ARC_15873","India","As2e",0,1,"XI-adm","indx",1180
"IRIS_313-9867","SIGARDIS","SriLanka","As2",0,1,"XI-1B","ind1B",1244
"IRIS_313-9917","CHANDINA","SriLanka","As2",0,1,"XI-1B","ind1B",1254
"IRIS_313-9968","KULA_KARUPPAN","SriLanka","As2",0,1,"XI-adm","indx",1273
"IRIS_313-9969","PUTTU_NELLU","SriLanka","As2",0,1,"XI-adm","indx",1274
"IRIS_313-9976","SSANGDUJO","SouthKorea","As7",0,1,"XI-1A","ind1A",1277
"IRIS_313-10171","YA_NONG_ZAO_4","China","As6",0,1,"XI-1A","ind1A",1355
"IRIS_313-10177","DA_GANG_ZHAN","China","As6",0,1,"XI-adm","indx",1357
"IRIS_313-10179","GUI_HUA_ZAO","China","As6",0,1,"XI-adm","indx",1359
"IRIS_313-10189","DA_NUO_(ZHAN)","China","As6",0,1,"XI-1A","ind1A",1360
"IRIS_313-10221","BA_BAI_GU","China","As6",0,1,"XI-adm","indx",1366
"IRIS_313-10477","RUSTY_LATE","China","As6",0,1,"XI-adm","indx",1459
"IRIS_313-10503","HA_GOO","China","As6",0,1,"XI-1A","ind1A",1466
"IRIS_313-10511","MACAN_SAPAC","Philippines","As5",0,1,"XI-3","ind3",1472
"IRIS_313-10518","KHAYANGYA_D_34-181","Myanmar","As3",0,1,"XI-adm","indx",1478
"IRIS_313-10560","TA_PAI_MAUNG","China","As6",0,1,"XI-1A","ind1A",1508
"IRIS_313-10614","HAM_MOON","HongKong","As6",0,1,"XI-adm","indx",1546
"IRIS_313-10651","PHOU_SAO_LEUM_NYANG","Laos","As4",0,1,"XI-adm","indx",1561
"IRIS_313-10652","CHAO_PEUAK_DENG","Laos","As4",0,1,"XI-3","ind3",1562
"IRIS_313-10664","ARC_6052","India","As2e",0,1,"XI-2","ind2",1572
"IRIS_313-10666","ARC_6218","India","As2e",0,1,"XI-adm","indx",1573
"IRIS_313-10667","ARC_7236","India","As2e",0,1,"XI-2","ind2",1574
"IRIS_313-10668","ARC_7255","India","As2e",0,1,"XI-adm","indx",1575
"IRIS_313-10674","ARC_10846","India","As2e",0,1,"XI-adm","indx",1579
"IRIS_313-10675","ARC_10905","India","As2e",0,1,"XI-adm","indx",1580
"IRIS_313-10681","KHAN_THAI_DO","Laos","As4",0,1,"XI-3","ind3",1586
"IRIS_313-10682","PA_KHENG","Laos","As4",0,1,"XI-3","ind3",1587
"IRIS_313-10687","PADI_PULUT","Malaysia","As4",0,1,"XI-3","ind3",1590
"IRIS_313-10688","PADI_TIMBUN","Malaysia","As4",0,1,"XI-3","ind3",1591
"IRIS_313-10697","SIAM_ER_16","Malaysia","As4",0,1,"XI-3","ind3",1598
"IRIS_313-10706","ANAK_CHINA","Malaysia","As4",0,1,"XI-3","ind3",1607
"IRIS_313-10748","LUA_DUC","Vietnam","As4",0,1,"XI-adm","indx",1646
"IRIS_313-10751","LUA_CHUM","Vietnam","As4",0,1,"XI-adm","indx",1649
"IRIS_313-10755","NEP_BA_BONG_TO","Vietnam","As4",0,1,"XI-3","ind3",1653
"IRIS_313-10762","BANDI","Indonesia","As5",0,1,"XI-3","ind3",1660
"IRIS_313-10774","HEGAR_MANAH","Indonesia","As5",0,1,"XI-adm","indx",1670
"IRIS_313-10778","KENTJANA_MAHANG","Indonesia","As5",0,1,"XI-3","ind3",1674
"IRIS_313-10779","KERAN_DUKUH","Indonesia","As5",0,1,"XI-3","ind3",1675
"IRIS_313-10806","RADEN_DJAWA_(GUNDIL)","Indonesia","As5",0,1,"XI-3","ind3",1702
"IRIS_313-10810","SEGON_BENGGALA","Indonesia","As5",0,1,"XI-3","ind3",1706
"IRIS_313-10813","SIAM_BARABAI","Indonesia","As5",0,1,"XI-3","ind3",1709
"IRIS_313-10814","SIBORAS","Indonesia","As5",0,1,"XI-3","ind3",1710
"IRIS_313-10822","UNGGAS","Indonesia","As5",0,1,"XI-3","ind3",1718
"IRIS_313-10824","HOING_CANTEL","Indonesia","As5",0,1,"XI-3","ind3",1720
"IRIS_313-10847","ARC_6015","India","As2e",0,1,"XI-adm","indx",1740
"IRIS_313-10855","ARC_10159","India","As2e",0,1,"XI-2","ind2",1748
"IRIS_313-10858","ARC_10894","India","As2e",0,1,"XI-adm","indx",1751
"IRIS_313-10863","ARC_11322","India","As2e",0,1,"XI-2","ind2",1755
"IRIS_313-10880","ARC_12180","India","As2e",0,1,"XI-2","ind2",1772
"IRIS_313-10885","ARC_12559","India","As2e",0,1,"XI-adm","indx",1777
"IRIS_313-10887","ARC_12690","India","As2e",0,1,"XI-adm","indx",1779
"IRIS_313-10897","ARC_13373","India","As2e",0,1,"XI-3","ind3",1789
"IRIS_313-10900","DAMNOEUB_POR_HING","Cambodia","As4",0,1,"XI-3","ind3",1792
"IRIS_313-10912","NEANG_SAATH_K_45","Cambodia","As4",0,1,"XI-3","ind3",1804
"IRIS_313-10924","ATH_HAGARI_JARAHAN_PADDY","Nepal","As2b",0,1,"XI-adm","indx",1815
"IRIS_313-10928","KHAO'_SIM","Thailand","As4",0,1,"XI-3","ind3",1819
"IRIS_313-10937","PULUT_WAJIT","Indonesia","As5",0,1,"XI-3","ind3",1828
"IRIS_313-10938","SIGUPAI","Indonesia","As5",0,1,"XI-3","ind3",1829
"IRIS_313-10942","BANDANG_BUNGKUAKLAN","Indonesia","As5",0,1,"XI-3","ind3",1832
"IRIS_313-10944","SIPULUT_SUBANG","Indonesia","As5",0,1,"XI-3","ind3",1834
"IRIS_313-10954","PADI_GRUNDUL_1","Indonesia","As5",0,1,"XI-3","ind3",1844
"IRIS_313-10961","TARING_PELUNDUK","Indonesia","As5",0,1,"XI-3","ind3",1851
"IRIS_313-10975","KOLA_MUCHI","Bangladesh","As2c",0,1,"XI-2","ind2",1865
"IRIS_313-10984","DUDHSAR","Bangladesh","As2c",0,1,"XI-2","ind2",1874
"IRIS_313-10986","HALDI_JAON","Bangladesh","As2c",0,1,"XI-2","ind2",1876
"IRIS_313-10990","BALIBUD","Philippines","As5",0,1,"XI-adm","indx",1880
"IRIS_313-10995","ASE_BAKKA_LOMPO","Indonesia","As5",0,1,"XI-3","ind3",1885
"IRIS_313-10997","CEMPO_MANGGAR","Indonesia","As5",0,1,"XI-3","ind3",1887
"IRIS_313-11076","LAI_NOK_KHA","Laos","As4",0,1,"XI-3","ind3",1965
"IRIS_313-11079","PHAN_PHAE","Laos","As4",0,1,"XI-3","ind3",1968
"IRIS_313-11081","THAO_LOUANG","Laos","As4",0,1,"XI-3","ind3",1970
"IRIS_313-11083","EA_TIA","Laos","As4",0,1,"XI-3","ind3",1972
"IRIS_313-11085","KHAO_HAE","Laos","As4",0,1,"XI-adm","indx",1974
"IRIS_313-11089","SRAU_THMOR","Cambodia","As4",0,1,"XI-3","ind3",1978
"IRIS_313-11097","KALAGNON","Philippines","As5",0,1,"XI-adm","indx",1986
"IRIS_313-11113","KAL_SHULI","Bangladesh","As2c",0,1,"XI-2","ind2",2002
"IRIS_313-11118","SOC_NAU_(BIEN_THE)","Vietnam","As4",0,1,"XI-3","ind3",2007
"IRIS_313-11162","SABRAN","Indonesia","As5",0,1,"XI-1B","ind1B",2051
"IRIS_313-11205","KAZALSAIL","Bangladesh","As2c",0,1,"XI-2","ind2",2088
"IRIS_313-11206","KUMRI","Bangladesh","As2c",0,1,"XI-adm","indx",2089
"IRIS_313-11234","LIGUNGTUNG","Philippines","As5",0,1,"XI-adm","indx",2116
"IRIS_313-11255","ARC_7056","India","As2e",0,1,"XI-adm","indx",2137
"IRIS_313-11256","ARC_12411","India","As2e",0,1,"XI-adm","indx",2138
"IRIS_313-11260","ARC_13591","India","As2e",0,1,"XI-adm","indx",2142
"IRIS_313-11261","ARC_13785","India","As2e",0,1,"XI-adm","indx",2143
"IRIS_313-11262","ARC_13888","India","As2e",0,1,"XI-adm","indx",2144
"IRIS_313-11264","ARC_13934","India","As2e",0,1,"XI-adm","indx",2146
"IRIS_313-11266","ARC_14347","India","As2e",0,1,"XI-adm","indx",2148
"IRIS_313-11267","ARC_14358","India","As2e",0,1,"XI-2","ind2",2149
"IRIS_313-11271","ARC_14737","India","As2e",0,1,"XI-2","ind2",2153
"IRIS_313-11273","ARC_14860","India","As2e",0,1,"XI-adm","indx",2155
"IRIS_313-11275","ARC_14975","India","As2e",0,1,"XI-adm","indx",2157
"IRIS_313-11276","ARC_15063","India","As2e",0,1,"XI-adm","indx",2158
"IRIS_313-11278","ARC_15319","India","As2e",0,1,"XI-adm","indx",2160
"IRIS_313-11279","ARC_15455","India","As2e",0,1,"XI-adm","indx",2161
"IRIS_313-11280","ARC_15486","India","As2e",0,1,"XI-adm","indx",2162
"IRIS_313-11281","ARC_15505","India","As2e",0,1,"XI-1A","ind1A",2163
"IRIS_313-11282","ARC_15589","India","As2e",0,1,"XI-2","ind2",2164
"IRIS_313-11283","ARC_15743","India","As2e",0,1,"XI-adm","indx",2165
"IRIS_313-11284","ARC_18001","India","As2e",0,1,"XI-adm","indx",2166
"IRIS_313-11286","ARC_18325","India","As2e",0,1,"XI-adm","indx",2168
"IRIS_313-11287","ARC_18371","India","As2e",0,1,"XI-adm","indx",2169
"IRIS_313-11288","ARC_18434","India","As2e",0,1,"XI-adm","indx",2170
"IRIS_313-11292","ARC_10120","India","As2e",0,1,"XI-adm","indx",2174
"IRIS_313-11294","ARC_11245","India","As2e",0,1,"XI-2","ind2",2176
"IRIS_313-11296","ARC_12800","India","As2e",0,1,"XI-adm","indx",2178
"IRIS_313-11299","ARC_14299","India","As2e",0,1,"XI-adm","indx",2181
"IRIS_313-11300","ARC_14709","India","As2e",0,1,"XI-2","ind2",2182
"IRIS_313-11301","ARC_14868","India","As2e",0,1,"XI-2","ind2",2183
"IRIS_313-11303","ARC_15097","India","As2e",0,1,"XI-adm","indx",2185
"IRIS_313-11304","ARC_15163","India","As2e",0,1,"XI-adm","indx",2186
"IRIS_313-11305","ARC_15373","India","As2e",0,1,"XI-adm","indx",2187
"IRIS_313-11306","ARC_15385","India","As2e",0,1,"XI-adm","indx",2188
"IRIS_313-11307","ARC_15387","India","As2e",0,1,"XI-adm","indx",2189
"IRIS_313-11308","ARC_15403","India","As2e",0,1,"XI-2","ind2",2190
"IRIS_313-11309","ARC_15862","India","As2e",0,1,"XI-adm","indx",2191
"IRIS_313-11310","ARC_15929","India","As2e",0,1,"XI-2","ind2",2192
"IRIS_313-11316","RANTAT","Indonesia","As5",0,1,"XI-3","ind3",2198
"IRIS_313-11321","GANDHISAIL","Bangladesh","As2c",0,1,"XI-2","ind2",2203
"IRIS_313-11338","LOBANG_(WHITE)","Philippines","As5",0,1,"XI-adm","indx",2218
"IRIS_313-11345","WAGWAG","Philippines","As5",0,1,"XI-adm","indx",2225
"IRIS_313-11346","WAGWAG_PUTI","Philippines","As5",0,1,"XI-1B","ind1B",2226
"IRIS_313-11347","WAGWAG_RAOIS","Philippines","As5",0,1,"XI-adm","indx",2227
"IRIS_313-11382","HONDERAWALA","SriLanka","As2",0,1,"XI-adm","indx",2260
"IRIS_313-11383","CHIEM_NGAN","Vietnam","As4",0,1,"XI-adm","indx",2261
"IRIS_313-11386","KHAO_DAWK_MALI_TIA","Thailand","As4",0,1,"XI-3","ind3",2264
"IRIS_313-11407","BATCHA_BHOG_(SCENTED)","India","As2a",0,1,"XI-2","ind2",2285
"IRIS_313-11442","ARC_18502","India","As2e",0,1,"XI-adm","indx",2317
"IRIS_313-11443","ARC_18533","India","As2e",0,1,"XI-adm","indx",2318
"IRIS_313-11447","TUNAGANNAPNANG","India","As2a",0,1,"XI-adm","indx",2321
"IRIS_313-11461","VAIKATHARYAN","India","As2a",0,1,"XI-2","ind2",2332
"IRIS_313-11467","MACAPAGAL","Philippines","As5",0,1,"XI-3","ind3",2337
"IRIS_313-11472","BANGBANG","Philippines","As5",0,1,"XI-3","ind3",2339
"IRIS_313-11490","ARC_15480","India","As2e",0,1,"XI-adm","indx",2354
"IRIS_313-11493","AR_133","India","As2a",0,1,"XI-adm","indx",2357
"IRIS_313-11521","TAN_NONG","Vietnam","As4",0,1,"XI-adm","indx",2377
"IRIS_313-11530","JAO_KHAO","Thailand","As4",0,1,"XI-3","ind3",2385
"IRIS_313-11558","NULI","Bangladesh","As2c",0,1,"XI-2","ind2",2408
"IRIS_313-11561","BANGLA","Nepal","As2b",0,1,"XI-2","ind2",2409
"IRIS_313-11565","KUSUM_KATIKI","Nepal","As2b",0,1,"XI-2","ind2",2412
"IRIS_313-11622","JUAN_YE_LAI","China","As6",0,1,"XI-1A","ind1A",2456
"IRIS_313-11624","ANADI_WHITE","Nepal","As2b",0,1,"XI-1A","ind1A",2458
"IRIS_313-11635","GAM_PERNG","Thailand","As4",0,1,"XI-3","ind3",2466
"IRIS_313-11638","NCS_331","India","As2a",0,1,"XI-2","ind2",2468
"IRIS_313-11642","NCS_599","India","As2a",0,1,"XI-2","ind2",2472
"IRIS_313-11645","NCS_766","India","As2a",0,1,"XI-2","ind2",2475
"IRIS_313-11646","NCS_771_A","India","As2a",0,1,"XI-2","ind2",2476
"IRIS_313-11647","NCS_809_A","India","As2a",0,1,"XI-2","ind2",2477
"IRIS_313-11648","NCS_830","India","As2a",0,1,"XI-2","ind2",2478
"IRIS_313-11664","CUN_GU_NUO","China","As6",0,1,"XI-adm","indx",2492
"IRIS_313-11665","JIN_HUA_258","China","As6",0,1,"XI-1A","ind1A",2493
"IRIS_313-11666","LONG_GE_33","China","As6",0,1,"XI-adm","indx",2494
"IRIS_313-11667","LUO_AI_ZAO_3","China","As6",0,1,"XI-1A","ind1A",2495
"IRIS_313-11668","RONG_DAO_4","China","As6",0,1,"XI-1A","ind1A",2496
"IRIS_313-11674","BEUA_KAE","Thailand","As4",0,1,"XI-3","ind3",2501
"IRIS_313-11677","E_NAWN_KHAO","Thailand","As4",0,1,"XI-3","ind3",2503
"IRIS_313-11679","GASET_BOW","Thailand","As4",0,1,"XI-3","ind3",2505
"IRIS_313-11681","KHAO'_PAWM","Thailand","As4",0,1,"XI-3","ind3",2507
"IRIS_313-11683","NIAW_KHIAW_NGOO","Thailand","As4",0,1,"XI-3","ind3",2509
"IRIS_313-11684","OB_CHUEY","Thailand","As4",0,1,"XI-3","ind3",2510
"IRIS_313-11685","PLAWNG_SAENG","Thailand","As4",0,1,"XI-3","ind3",2511
"IRIS_313-11686","QUAHNG_LUANG","Thailand","As4",0,1,"XI-3","ind3",2512
"IRIS_313-11687","SA_GAE","Thailand","As4",0,1,"XI-3","ind3",2513
"IRIS_313-11692","CHIAYI_WU-K'O","Taiwan","As6",0,1,"XI-1A","ind1A",2518
"IRIS_313-11693","CHING_CH'UNG","Taiwan","As6",0,1,"XI-adm","indx",2519
"IRIS_313-11700","DAW_NOK_KAEN","Thailand","As4",0,1,"XI-3","ind3",2523
"IRIS_313-11704","BAHN_DAENG","Thailand","As4",0,1,"XI-3","ind3",2525
"IRIS_313-11705","DAWK_PUD_KHAO","Thailand","As4",0,1,"XI-3","ind3",2526
"IRIS_313-11706","KHAO'_NOK_4","Thailand","As4",0,1,"XI-3","ind3",2527
"IRIS_313-11707","KHAO_SAHKORN","Thailand","As4",0,1,"XI-3","ind3",2528
"IRIS_313-11708","KHAO_YAI_GUANG","Thailand","As4",0,1,"XI-3","ind3",2529
"IRIS_313-11709","LEUANG_KHAJAWN","Thailand","As4",0,1,"XI-3","ind3",2530
"IRIS_313-11710","LEUANG_MAI","Thailand","As4",0,1,"XI-3","ind3",2531
"IRIS_313-11711","RAI_MAHK_MEUANG","Thailand","As4",0,1,"XI-3","ind3",2532
"IRIS_313-11717","JATI_MANI","Indonesia","As5",0,1,"XI-adm","indx",2537
"IRIS_313-11719","DAWK_PUT","Thailand","As4",0,1,"XI-3","ind3",2538
"IRIS_313-11722","KABERI","Bangladesh","As2c",0,1,"XI-adm","indx",2541
"IRIS_313-11727","HONG_YANG_ZAO_3","China","As6",0,1,"XI-1A","ind1A",2546
"IRIS_313-11728","LUO_SI_ZHAN","China","As6",0,1,"XI-3","ind3",2547
"IRIS_313-11730","QING_ER_XIAO_2","China","As6",0,1,"XI-adm","indx",2549
"IRIS_313-11731","QING_TAI_AI","China","As6",0,1,"XI-adm","indx",2550
"IRIS_313-11732","QING_ZAO_3","China","As6",0,1,"XI-1A","ind1A",2551
"IRIS_313-11733","SHUANG_BAI_AI_2","China","As6",0,1,"XI-1A","ind1A",2552
"IRIS_313-11734","SI_CHAO_1","China","As6",0,1,"XI-1A","ind1A",2553
"IRIS_313-11738","PAUNDRI","India","As2a",0,1,"XI-2","ind2",2557
"IRIS_313-11741","HERATH_BANDA","SriLanka","As2",0,1,"XI-2","ind2",2560
"IRIS_313-11744","AI_JIAO_AO_FAN_ZI","China","As6",0,1,"XI-adm","indx",2563
"IRIS_313-11745","AN_FU_ZHAN","China","As6",0,1,"XI-1A","ind1A",2564
"IRIS_313-11746","E_2070","China","As6",0,1,"XI-1A","ind1A",2565
"IRIS_313-11747","E_4197","China","As6",0,1,"XI-adm","indx",2566
"IRIS_313-11748","GAO_JIAO_YING_GAN_ZHAN","China","As6",0,1,"XI-adm","indx",2567
"IRIS_313-11750","L_10595","China","As6",0,1,"XI-adm","indx",2568
"IRIS_313-11751","L_10833","China","As6",0,1,"XI-adm","indx",2569
"IRIS_313-11752","M_6034-1","China","As6",0,1,"XI-1A","ind1A",2570
"IRIS_313-11753","XIANG_CHANG_ZAO","China","As6",0,1,"XI-1A","ind1A",2571
"IRIS_313-11795","DA_GU_AI_7","China","As6",0,1,"XI-1A","ind1A",2603
"IRIS_313-11796","DU_GEN_CHUAN","China","As6",0,1,"XI-1A","ind1A",2604
"IRIS_313-11797","E_ZI_32","China","As6",0,1,"XI-1A","ind1A",2605
"IRIS_313-11798","E_ZI_100","China","As6",0,1,"XI-1B","ind1B",2606
"IRIS_313-11799","E_ZI_110","China","As6",0,1,"XI-1A","ind1A",2607
"IRIS_313-11801","FAN_WU","China","As6",0,1,"XI-adm","indx",2609
"IRIS_313-11802","JIE_CAO_ZHAN","China","As6",0,1,"XI-1A","ind1A",2610
"IRIS_313-11804","QUN_XUAN_ZAO","China","As6",0,1,"XI-1A","ind1A",2612
"IRIS_313-11805","XI_HONG_GU","China","As6",0,1,"XI-1A","ind1A",2613
"IRIS_313-11806","78_XUAN_WU","China","As6",0,1,"XI-1A","ind1A",2614
"IRIS_313-11816","KARILETYONE","Myanmar","As3",0,1,"XI-adm","indx",2624
"IRIS_313-11817","KHAOSAING","Myanmar","As3",0,1,"XI-adm","indx",2625
"IRIS_313-11819","PADINTHUMA","Myanmar","As3",0,1,"XI-3","ind3",2627
"IRIS_313-11820","PAKISTANHMWE","Myanmar","As3",0,1,"XI-3","ind3",2628
"IRIS_313-11822","BHONDU_PAREWA","India","As2a",0,1,"XI-2","ind2",2630
"IRIS_313-11823","BHU_BHUSI","India","As2a",0,1,"XI-2","ind2",2631
"IRIS_313-11824","DHANIYA_PHOOL","India","As2a",0,1,"XI-2","ind2",2632
"IRIS_313-11833","BOO_MAE","Thailand","As4",0,1,"XI-3","ind3",2641
"IRIS_313-11835","E_NOI_NAH","Thailand","As4",0,1,"XI-adm","indx",2643
"IRIS_313-11836","KHAO_KO_RAOH","Thailand","As4",0,1,"XI-3","ind3",2644
"IRIS_313-11840","NIAW_NAHK_KRAD","Thailand","As4",0,1,"XI-3","ind3",2648
"IRIS_313-11842","NIAW_YUANG_KHANUN","Thailand","As4",0,1,"XI-3","ind3",2650
"IRIS_313-11848","PULUT_BURUNG","Malaysia","As4",0,1,"XI-3","ind3",2655
"IRIS_313-11854","CHI_GU","China","As6",0,1,"XI-1A","ind1A",2661
"IRIS_313-11866","JIANG_ER_ZAO","China","As6",0,1,"XI-1A","ind1A",2672
"IRIS_313-11867","KE_SHU_BAI","China","As6",0,1,"XI-1A","ind1A",2673
"IRIS_313-11870","NAN_JING_XIAO_DAO","China","As6",0,1,"XI-1A","ind1A",2676
"IRIS_313-11877","AN_NAN_ZAO","China","As6",0,1,"XI-1A","ind1A",2681
"IRIS_313-11878","BAI_RI_XIAN","China","As6",0,1,"XI-1A","ind1A",2682
"IRIS_313-11882","MAN_TIAN_QING","China","As6",0,1,"XI-1A","ind1A",2684
"IRIS_313-11909","HONG_MI_JIU_GONG_JI","China","As6",0,1,"XI-1A","ind1A",2709
"IRIS_313-11916","MUDALIGA_WEE","SriLanka","As2",0,1,"XI-2","ind2",2716
"IRIS_313-11918","DILBAKSH","India","As2a",0,1,"XI-2","ind2",2718
"IRIS_313-11919","LAKHA_KUAR","India","As2a",0,1,"XI-2","ind2",2719
"IRIS_313-11935","KONG_KHSACH_BANG_KATT","Cambodia","As4",0,1,"XI-3","ind3",2734
"IRIS_313-11945","MALIKULI","Bangladesh","As2c",0,1,"XI-2","ind2",2743
"IRIS_313-11949","LIU_HE_XI_HE","China","As6",0,1,"XI-1A","ind1A",2747
"IRIS_313-11950","MI_GU","China","As6",0,1,"XI-1A","ind1A",2748
"IRIS_313-11953","SAN_BAO_GU","China","As6",0,1,"XI-1A","ind1A",2751
"IRIS_313-11955","YE_DA_GU","China","As6",0,1,"XI-1A","ind1A",2753
"IRIS_313-11959","KAGIOS_PUTI","Philippines","As5",0,1,"XI-3","ind3",2757
"IRIS_313-11966","QI_GU","China","As6",0,1,"XI-1A","ind1A",2764
"IRIS_313-11989","TAMBAS_JANGKOK","BruneiDarussalam","As4",0,1,"XI-3","ind3",2786
"IRIS_313-11999","KAUN_TREI","Cambodia","As4",0,1,"XI-3","ind3",2796
"IRIS_313-12000","LAANG","Cambodia","As4",0,1,"XI-3","ind3",2797
"IRIS_313-12010","YAN_ZHAN","China","As6",0,1,"XI-1A","ind1A",2805
"IRIS_313-12033","GAO_JIAO_HONG","China","As6",0,1,"XI-1A","ind1A",2821
"IRIS_313-12040","NEANG_LAU","Cambodia","As4",0,1,"XI-3","ind3",2826
"IRIS_313-12041","NOU","Cambodia","As4",0,1,"XI-3","ind3",2827
"IRIS_313-12044","SAR_SIEM","Cambodia","As4",0,1,"XI-3","ind3",2830
"IRIS_313-12048","LIMA","Indonesia","As5",0,1,"XI-3","ind3",2834
"IRIS_313-12058","KUL_REUSEI","Cambodia","As4",0,1,"XI-3","ind3",2843
"IRIS_313-12097","NEANG_MINH","Cambodia","As4",0,1,"XI-3","ind3",2869
"IRIS_313-12121","CHA_LIENG","Laos","As4",0,1,"XI-3","ind3",2875
"IRIS_313-12127","INPONG","Laos","As4",0,1,"XI-3","ind3",2876
"IRIS_313-12128","HMA_GNENG","Laos","As4",0,1,"XI-3","ind3",2877
"IRIS_313-12146","AM_BEUS","Cambodia","As4",0,1,"XI-adm","indx",2890
"IRIS_313-12190","CHAO_KHAW_NYAO","Laos","As4",0,1,"XI-adm","indx",2904
"IRIS_313-12220","CHAO_KHIE_KHOUAY","Laos","As4",0,1,"XI-adm","indx",2911
"IRIS_313-12234","ANLINGWUBAILI","China","As6",0,1,"XI-1B","ind1B",2922
"IRIS_313-12268","MAYATAUNG","Myanmar","As3",0,1,"XI-adm","indx",2944
"IRIS_313-12269","SHWEWARHNAN","Myanmar","As3",0,1,"XI-adm","indx",2945
"IRIS_313-12275","MAGU","China","As6",0,1,"XI-adm","indx",2950
"IRIS_313-12287","KAUK_HNYINGWA","Myanmar","As3",0,1,"XI-3","ind3",2960
"IRIS_313-12288","NGWE_TOE_KYE","Myanmar","As3",0,1,"XI-3","ind3",2961
"IRIS_313-12291","NGA_CHEKH_FAT","Myanmar","As3",0,1,"XI-adm","indx",2964
"IRIS_313-12300","NGAM_KON_DAM","Laos","As4",0,1,"XI-adm","indx",2969
"IRIS_313-12305","PA_KHENG_KHAW","Laos","As4",0,1,"XI-3","ind3",2973
"IRIS_313-12334","DO_KHAW","Laos","As4",0,1,"XI-3","ind3",2989
"IRIS_313-12354","NASAENG","Laos","As4",0,1,"XI-adm","indx",3005
"IRIS_313-12355","NASAENG","Laos","As4",0,1,"XI-adm","indx",3006
"CX368","N22","India","As2a",1,1,"cA_(Aus)","aus",495
"IRIS_313-8321","BHADOIA_303","Bangladesh","As2c",1,1,"cA_(Aus)","aus",774
"IRIS_313-8342","KURULU_WEE_(WHITE)","SriLanka","As2",1,1,"cA_(Aus)","aus",781
"IRIS_313-8410","JABOR_SAIL","Bangladesh","As2c",1,1,"cA_(Aus)","aus",802
"IRIS_313-8554","ARC_11959","India","As2e",1,1,"cA_(Aus)","aus",834
"IRIS_313-8721","HOLOI_BASH_(SOLOI_BASH)","Bangladesh","As2c",1,1,"cA_(Aus)","aus",891
"IRIS_313-8864","NOROI","Bangladesh","As2c",1,1,"cA_(Aus)","aus",939
"IRIS_313-8963","BATHURI","Bangladesh","As2c",1,1,"cA_(Aus)","aus",973
